name,location,vendor_categories,review,average_rating,count,image_count,reply_count,lat,lng,full_address,sido,gu,dong,shared_location_count,store_type,review_rank
"반찜,찜닭에도반반이있다.-관악본점","{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '포장', '고기/구이']","{'average_rating': 4.7, 'count': 30, 'image_count': 34, 'reply_count': 30}",4.7,30,34,30,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,796
파리바게뜨-봉천역점,"{'lat': '37.4825978350158', 'lng': '126.942762127252'}","['카페/디저트', '프랜차이즈', '샌드위치']","{'average_rating': 4.9, 'count': 136, 'image_count': 149, 'reply_count': 42}",4.9,136,149,42,37.48259784,126.9427621,서울특별시 관악구 남부순환로 1733,서울,관악구,봉천동,1,독립 매장,524
금사부김치찜-관악직영점,"{'lat': '37.4789584', 'lng': '126.93241932'}","['찜/탕', '한식', '포장', '야식', '1인분주문']","{'average_rating': 5.0, 'count': 7, 'image_count': 5, 'reply_count': 0}",5,7,5,0,37.4789584,126.9324193,서울특별시 관악구 신림로48길 6,서울,관악구,신림동,2,소규모 샵인샵,991
홍콩반점0410-봉천현대시장점,"{'lat': '37.4858191', 'lng': '126.94705249'}","['중국집', '프랜차이즈']","{'average_rating': 4.9, 'count': 259, 'image_count': 221, 'reply_count': 45}",4.9,259,221,45,37.4858191,126.9470525,서울특별시 관악구 양녕로 42,서울,관악구,봉천동,1,독립 매장,401
쭉365죽&떡볶이-신림점,"{'lat': '37.4857981', 'lng': '126.91962893'}","['한식', '카페/디저트', '도시락/죽', '포장', '야식']","{'average_rating': 4.6, 'count': 22, 'image_count': 18, 'reply_count': 0}",4.6,22,18,0,37.4857981,126.9196289,서울특별시 관악구 조원로 158,서울,관악구,신림동,1,독립 매장,862
그로반,"{'lat': '37.480435', 'lng': '126.94757814'}","['카페/디저트', '샌드위치', '포장']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.480435,126.9475781,서울특별시 관악구 남부순환로214길 25,서울,관악구,봉천동,1,독립 매장,1178
그집앞냉면-본점,"{'lat': '37.4856533', 'lng': '126.95747498'}","['분식', '포장', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4856533,126.957475,서울특별시 관악구 관악로24길 68,서울,관악구,봉천동,2,소규모 샵인샵,1178
숯불두마리마장삼겹살,"{'lat': '37.4849925', 'lng': '126.93604823'}","['고기/구이', '포장']","{'average_rating': 4.9, 'count': 17, 'image_count': 15, 'reply_count': 17}",4.9,17,15,17,37.4849925,126.9360482,서울특별시 관악구 남부순환로 1667-1,서울,관악구,봉천동,5,대규모 공유주방,900
창영이숙주두루치기-신림점,"{'lat': '37.4816402', 'lng': '126.92977793'}","['한식', '포장', '야식']","{'average_rating': 5.0, 'count': 1, 'image_count': 1, 'reply_count': 0}",5,1,1,0,37.4816402,126.9297779,서울특별시 관악구 신림로 305,서울,관악구,신림동,1,독립 매장,1131
기막힌김치찜-관악본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '포장']","{'average_rating': 5.0, 'count': 1, 'image_count': 1, 'reply_count': 1}",5,1,1,1,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,1131
카페헤이,"{'lat': '37.4774349', 'lng': '126.9340877'}","['포장', '카페/디저트', '야식', '샌드위치', '샐러드']","{'average_rating': 4.9, 'count': 96, 'image_count': 73, 'reply_count': 5}",4.9,96,73,5,37.4774349,126.9340877,서울특별시 관악구 신림로 243-1,서울,관악구,신림동,1,독립 매장,593
청년김치찜-신림본점,"{'lat': '37.4747892', 'lng': '126.93460606'}","['찜/탕', '한식', '고기/구이']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4747892,126.9346061,서울특별시 관악구 신림로29길 3-6,서울,관악구,신림동,1,독립 매장,1178
버거당-신림점,"{'lat': '37.4843936', 'lng': '126.92651235'}","['피자/양식', '버거', '야식', '1인분주문']","{'average_rating': 4.6, 'count': 39, 'image_count': 34, 'reply_count': 0}",4.6,39,34,0,37.4843936,126.9265124,서울특별시 관악구 관천로 54,서울,관악구,신림동,5,대규모 공유주방,756
냉면장인임사부&숯불구이-신림점,"{'lat': '37.48884731844681', 'lng': '126.92678001029716'}","['한식', '프랜차이즈', '야식', '포장', '분식', '1인분주문']","{'average_rating': 5.0, 'count': 2, 'image_count': 1, 'reply_count': 0}",5,2,1,0,37.48884732,126.92678,서울특별시 관악구 봉천로8길 14,서울,관악구,신림동,4,대규모 공유주방,1095
광안천지식당&국밥-봉천점,"{'lat': '37.4875706', 'lng': '126.94684844'}","['찜/탕', '한식', '포장', '야식', '프랜차이즈']","{'average_rating': 4.0, 'count': 2, 'image_count': 2, 'reply_count': 0}",4,2,2,0,37.4875706,126.9468484,서울특별시 관악구 양녕로 62,서울,관악구,봉천동,2,소규모 샵인샵,1095
신사리김치찜-신림점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '포장']","{'average_rating': 5.0, 'count': 1, 'image_count': 0, 'reply_count': 1}",5,1,0,1,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,1131
땅스부대찌개-난곡점,"{'lat': '37.4742384791911', 'lng': '126.91958345092'}","['한식', '프랜차이즈', '찜/탕']","{'average_rating': 5.0, 'count': 814, 'image_count': 611, 'reply_count': 809}",5,814,611,809,37.47423848,126.9195835,서울특별시 관악구 법원단지길 34,서울,관악구,신림동,2,소규모 샵인샵,206
COFFEE빌런-본점,"{'lat': '37.4865123', 'lng': '126.9416755'}","['피자/양식', '분식', '카페/디저트', '포장', '야식']","{'average_rating': 5.0, 'count': 1, 'image_count': 0, 'reply_count': 0}",5,1,0,0,37.4865123,126.9416755,서울특별시 관악구 국회단지2길 40,서울,관악구,봉천동,5,대규모 공유주방,1131
BRsingles-신림타임스트림점,"{'lat': '37.4838513411841', 'lng': '126.930234565071'}","['카페/디저트', '프랜차이즈', '포장', '1인분주문']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.48385134,126.9302346,서울특별시 관악구 신림로 330,서울,관악구,신림동,1,독립 매장,1178
칰칰칰치킨,"{'lat': '37.4854969', 'lng': '126.93749028'}","['한식', '분식', '치킨', '포장']","{'average_rating': 5.0, 'count': 2, 'image_count': 2, 'reply_count': 0}",5,2,2,0,37.4854969,126.9374903,서울특별시 관악구 봉천로 331-1,서울,관악구,봉천동,2,소규모 샵인샵,1095
중화본색,"{'lat': '37.4839695', 'lng': '126.95558387'}","['중국집', '포장']","{'average_rating': 4.6, 'count': 58, 'image_count': 44, 'reply_count': 0}",4.6,58,44,0,37.4839695,126.9555839,서울특별시 관악구 관악로24길 14,서울,관악구,봉천동,4,대규모 공유주방,686
인생은밥이다-신림점,"{'lat': '37.4800102821691', 'lng': '126.927809952324'}","['한식', '프랜차이즈', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 10, 'image_count': 6, 'reply_count': 0}",4.9,10,6,0,37.48001028,126.92781,서울특별시 관악구 신원로 7,서울,관악구,신림동,2,소규모 샵인샵,964
신조불냉면&대왕덮밥,"{'lat': '37.4868917', 'lng': '126.92616004'}","['한식', '분식', '포장', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4868917,126.92616,서울특별시 관악구 신림동길 23-1,서울,관악구,신림동,1,독립 매장,1178
포케박스-봉천점,"{'lat': '37.4797161', 'lng': '126.94311779'}","['샐러드', '도시락/죽', '포장']","{'average_rating': 5.0, 'count': 76, 'image_count': 72, 'reply_count': 0}",5,76,72,0,37.4797161,126.9431178,서울특별시 관악구 쑥고개로 59,서울,관악구,봉천동,1,독립 매장,634
본죽앤비빔밥-신림역점,"{'lat': '37.48203242479008', 'lng': '126.92966049495293'}","['한식', '프랜차이즈', '도시락/죽', '1인분주문']","{'average_rating': 4.8, 'count': 113, 'image_count': 80, 'reply_count': 111}",4.8,113,80,111,37.48203242,126.9296605,서울특별시 관악구 신림로 309,서울,관악구,신림동,4,대규모 공유주방,562
친친중화요리-봉천점,"{'lat': '37.4791573', 'lng': '126.94605154'}","['중국집', '고기/구이', '찜/탕', '포장', '야식', '프랜차이즈', '신규맛집']","{'average_rating': 5.0, 'count': 1, 'image_count': 0, 'reply_count': 0}",5,1,0,0,37.4791573,126.9460515,서울특별시 관악구 쑥고개로 86,서울,관악구,봉천동,4,대규모 공유주방,1131
홍콩반점0410-신림고시촌점,"{'lat': '37.4692632', 'lng': '126.93685147'}","['프랜차이즈', '중국집']","{'average_rating': 4.7, 'count': 60, 'image_count': 51, 'reply_count': 0}",4.7,60,51,0,37.4692632,126.9368515,서울특별시 관악구 호암로24길 66,서울,관악구,신림동,1,독립 매장,678
국빱집-관악점,"{'lat': '37.487553332073546', 'lng': '126.94041053104507'}","['찜/탕', '한식', '고기/구이', '야식', '프랜차이즈', '1인분주문', '포장']","{'average_rating': 4.0, 'count': 1, 'image_count': 1, 'reply_count': 0}",4,1,1,0,37.48755333,126.9404105,서울특별시 관악구 은천로9길 34-1,서울,관악구,봉천동,1,독립 매장,1131
바이통타이-봉천점,"{'lat': '37.4869932974809', 'lng': '126.959292724749'}","['피자/양식', '아시안', '다회용기', '포장']","{'average_rating': 4.9, 'count': 236, 'image_count': 187, 'reply_count': 29}",4.9,236,187,29,37.4869933,126.9592927,서울특별시 관악구 청림6길 16,서울,관악구,봉천동,2,소규모 샵인샵,429
소고기sosweet,"{'lat': '37.4868663', 'lng': '126.93873133'}","['한식', '고기/구이', '카페/디저트', '포장', '1인분주문']","{'average_rating': 5.0, 'count': 19, 'image_count': 20, 'reply_count': 0}",5,19,20,0,37.4868663,126.9387313,서울 관악구 봉천동 953-10,서울,관악구,봉천동,3,소규모 샵인샵,886
사각사각1/2,"{'lat': '37.48623038499578', 'lng': '126.9485474098811'}","['샐러드', '카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 57, 'image_count': 45, 'reply_count': 44}",4.9,57,45,44,37.48623038,126.9485474,서울특별시 관악구 은천로24길 9,서울,관악구,봉천동,1,독립 매장,688
직화고기&짜글이전문-돈포유관악본점,"{'lat': '37.4837778', 'lng': '126.94018822'}","['찜/탕', '한식', '고기/구이']","{'average_rating': 4.9, 'count': 657, 'image_count': 583, 'reply_count': 0}",4.9,657,583,0,37.4837778,126.9401882,서울특별시 관악구 봉천로 362-1,서울,관악구,봉천동,3,소규모 샵인샵,235
킹콩부대찌개-구로디지털점,"{'lat': '37.4832756462019', 'lng': '126.90398706777'}","['포장', '한식', '프랜차이즈']","{'average_rating': 4.9, 'count': 1074, 'image_count': 812, 'reply_count': 486}",4.9,1074,812,486,37.48327565,126.9039871,서울특별시 관악구 조원로 16,서울,관악구,신림동,2,소규모 샵인샵,164
곱도리탕은 곱도리킹 관악본점,"{'lat': '37.4856792', 'lng': '126.91791037'}","['찜/탕', '한식', '야식', '포장']","{'average_rating': 5.0, 'count': 4, 'image_count': 3, 'reply_count': 0}",5,4,3,0,37.4856792,126.9179104,서울특별시 관악구 조원로 141,서울,관악구,신림동,2,소규모 샵인샵,1046
이천밥쌤-봉천현대점,"{'lat': '37.4881385', 'lng': '126.9465584'}","['한식', '포장']","{'average_rating': 4.9, 'count': 135, 'image_count': 119, 'reply_count': 24}",4.9,135,119,24,37.4881385,126.9465584,서울특별시 관악구 양녕로 70,서울,관악구,봉천동,2,소규모 샵인샵,526
버텍스미국식덮밥-관악점,"{'lat': '37.4877201', 'lng': '126.95992422'}","['피자/양식', '고기/구이', '치킨', '포장']","{'average_rating': 5.0, 'count': 6, 'image_count': 3, 'reply_count': 4}",5,6,3,4,37.4877201,126.9599242,서울특별시 관악구 청림6길 3,서울,관악구,봉천동,7,대규모 공유주방,1009
수현이네통닭,"{'lat': '37.4864579', 'lng': '126.92993797'}","['야식', '치킨', '포장']","{'average_rating': 4.8, 'count': 345, 'image_count': 237, 'reply_count': 0}",4.8,345,237,0,37.4864579,126.929938,서울특별시 관악구 신림로68길 10,서울,관악구,신림동,4,대규모 공유주방,338
호랭이볶음밥-본점,"{'lat': '37.4814092', 'lng': '126.94310598'}","['한식', '분식', '포장', '일식/돈까스']","{'average_rating': 5.0, 'count': 1, 'image_count': 0, 'reply_count': 0}",5,1,0,0,37.4814092,126.943106,서울특별시 관악구 장군봉1길 56,서울,관악구,봉천동,11,대규모 공유주방,1131
만익마라탕,"{'lat': '37.476243', 'lng': '126.93927471'}","['중국집', '고기/구이', '아시안', '포장']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.476243,126.9392747,서울특별시 관악구 쑥고개로2길 30,서울,관악구,신림동,1,독립 매장,1178
크로플집,"{'lat': '37.4831877358231', 'lng': '126.917842458106'}","['카페/디저트', '포장']","{'average_rating': 5.0, 'count': 76, 'image_count': 89, 'reply_count': 76}",5,76,89,76,37.48318774,126.9178425,서울특별시 관악구 남부순환로153길 2,서울,관악구,신림동,1,독립 매장,634
통닭발,"{'lat': '37.4744646413171', 'lng': '126.919934180394'}","['포장', '한식', '야식']","{'average_rating': 4.7, 'count': 22, 'image_count': 8, 'reply_count': 5}",4.7,22,8,5,37.47446464,126.9199342,서울특별시 관악구 법원단지길 41,서울,관악구,신림동,1,독립 매장,862
칠층돈까스,"{'lat': '37.4828191', 'lng': '126.94352213'}","['한식', '고기/구이', '일식/돈까스', '포장']","{'average_rating': 4.9, 'count': 60, 'image_count': 47, 'reply_count': 52}",4.9,60,47,52,37.4828191,126.9435221,서울특별시 관악구 남부순환로 1739-9,서울,관악구,봉천동,1,독립 매장,678
홍익금치보쌈,"{'lat': '37.4910282097452', 'lng': '126.926926722116'}","['족발/보쌈', '야식']","{'average_rating': 5.0, 'count': 4, 'image_count': 3, 'reply_count': 0}",5,4,3,0,37.49102821,126.9269267,서울특별시 관악구 보라매로 17,서울,관악구,봉천동,1,독립 매장,1046
찜닭에빠진날-관악본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['중국집', '아시안', '포장']","{'average_rating': 4.8, 'count': 108, 'image_count': 115, 'reply_count': 108}",4.8,108,115,108,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,571
파스타를부탁해,"{'lat': '37.4871632', 'lng': '126.93368559'}","['피자/양식', '고기/구이', '프랜차이즈', '야식', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 10453, 'image_count': 9022, 'reply_count': 0}",4.9,10453,9022,0,37.4871632,126.9336856,서울특별시 관악구 봉천로 293,서울,관악구,봉천동,3,소규모 샵인샵,8
땡전-신림점,"{'lat': '37.4843936', 'lng': '126.92651235'}","['아시안', '한식', '야식', '1인분주문']","{'average_rating': 3.7, 'count': 14, 'image_count': 13, 'reply_count': 0}",3.7,14,13,0,37.4843936,126.9265124,서울특별시 관악구 관천로 54,서울,관악구,신림동,5,대규모 공유주방,922
속이편한죽-관악점,"{'lat': '37.4840309', 'lng': '126.95324184'}","['한식', '도시락/죽', '포장']","{'average_rating': 5.0, 'count': 13, 'image_count': 9, 'reply_count': 0}",5,13,9,0,37.4840309,126.9532418,서울특별시 관악구 중앙길 24,서울,관악구,봉천동,5,대규모 공유주방,933
음매점-신림점,"{'lat': '37.4840656', 'lng': '126.93415012'}","['카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 59, 'image_count': 50, 'reply_count': 26}",4.9,59,50,26,37.4840656,126.9341501,서울특별시 관악구 남부순환로190길 13,서울,관악구,신림동,1,독립 매장,683
호랑이족발-관악본점,"{'lat': '37.4740372', 'lng': '126.91716419'}","['족발/보쌈', '고기/구이', '한식', '야식', '프랜차이즈', '포장']","{'average_rating': 5.0, 'count': 291, 'image_count': 333, 'reply_count': 280}",5,291,333,280,37.4740372,126.9171642,서울특별시 관악구 난곡로 221,서울,관악구,신림동,1,독립 매장,370
라사천마라탕-관악점,"{'lat': '37.4869971', 'lng': '126.92239141'}","['중국집', '아시안', '포장', '야식', '프랜차이즈']","{'average_rating': 3.7, 'count': 3, 'image_count': 4, 'reply_count': 0}",3.7,3,4,0,37.4869971,126.9223914,서울특별시 관악구 관천로 95,서울,관악구,신림동,2,소규모 샵인샵,1072
마라반점-관악점,"{'lat': '37.4841435', 'lng': '126.93354928'}","['피자/양식', '중국집', '한식', '아시안']","{'average_rating': 3.7, 'count': 3, 'image_count': 0, 'reply_count': 0}",3.7,3,0,0,37.4841435,126.9335493,서울특별시 관악구 남부순환로188길 9,서울,관악구,신림동,4,대규모 공유주방,1072
직화담,"{'lat': '37.4872042', 'lng': '126.93537874'}","['찜/탕', '한식', '고기/구이', '포장']","{'average_rating': 4.9, 'count': 56, 'image_count': 68, 'reply_count': 56}",4.9,56,68,56,37.4872042,126.9353787,서울특별시 관악구 봉천로23길 15,서울,관악구,봉천동,1,독립 매장,693
폭격떡볶이,"{'lat': '37.4875622', 'lng': '126.95993778'}","['한식', '분식', '포장', '신규맛집']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4875622,126.9599378,서울특별시 관악구 청림6길 3,서울,관악구,봉천동,1,독립 매장,1178
을지경양식돈까스-관악점,"{'lat': '37.4840309', 'lng': '126.95324184'}","['피자/양식', '일식/돈까스', '도시락/죽', '포장', '프랜차이즈']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4840309,126.9532418,서울특별시 관악구 중앙길 24,서울,관악구,봉천동,5,대규모 공유주방,1178
딸부자소문난족발-봉천점,"{'lat': '37.4816847', 'lng': '126.94261947'}","['한식', '족발/보쌈', '포장']","{'average_rating': 4.6, 'count': 10, 'image_count': 7, 'reply_count': 9}",4.6,10,7,9,37.4816847,126.9426195,서울특별시 관악구 장군봉1길 45,서울,관악구,봉천동,1,독립 매장,964
시원칼칼한분식,"{'lat': '37.4831722234075', 'lng': '126.913361227783'}","['한식', '분식', '포장', '야식']","{'average_rating': 4.9, 'count': 241, 'image_count': 218, 'reply_count': 30}",4.9,241,218,30,37.48317222,126.9133612,서울특별시 관악구 조원로18길 23,서울,관악구,신림동,1,독립 매장,424
이삭토스트-보라매점,"{'lat': '37.492273', 'lng': '126.92695982'}","['카페/디저트', '프랜차이즈', '샌드위치']","{'average_rating': 4.8, 'count': 142, 'image_count': 108, 'reply_count': 7}",4.8,142,108,7,37.492273,126.9269598,서울 관악구 봉천동 728-1,서울,관악구,봉천동,1,독립 매장,517
이찌카레-관악점,"{'lat': '37.4841435', 'lng': '126.93354928'}","['한식', '일식/돈까스', '아시안']","{'average_rating': 4.9, 'count': 52, 'image_count': 42, 'reply_count': 18}",4.9,52,42,18,37.4841435,126.9335493,서울특별시 관악구 남부순환로188길 9,서울,관악구,신림동,4,대규모 공유주방,705
숯불킹왕짱쪽갈비-관악점,"{'lat': '37.4879659', 'lng': '126.9467491'}","['한식', '야식', '고기/구이', '포장']","{'average_rating': 4.7, 'count': 261, 'image_count': 227, 'reply_count': 209}",4.7,261,227,209,37.4879659,126.9467491,서울특별시 관악구 양녕로 66,서울,관악구,봉천동,6,대규모 공유주방,400
김가네-관악푸르지오점,"{'lat': '37.4877201', 'lng': '126.95992422'}","['한식', '분식', '일식/돈까스', '포장', '프랜차이즈']","{'average_rating': 4.7, 'count': 205, 'image_count': 130, 'reply_count': 93}",4.7,205,130,93,37.4877201,126.9599242,서울특별시 관악구 청림6길 3,서울,관악구,봉천동,7,대규모 공유주방,452
커피브라더-신림점,"{'lat': '37.4881167901099', 'lng': '126.931597628682'}","['카페/디저트', '샌드위치', '분식', '야식', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 1851, 'image_count': 1748, 'reply_count': 1758}",4.9,1851,1748,1758,37.48811679,126.9315976,서울특별시 관악구 봉천로 271-1,서울,관악구,봉천동,1,독립 매장,110
청춘김치찌개-관악본점,"{'lat': '37.4682262', 'lng': '126.93621368'}","['찜/탕', '한식', '포장', '프랜차이즈']","{'average_rating': 5.0, 'count': 38, 'image_count': 22, 'reply_count': 0}",5,38,22,0,37.4682262,126.9362137,서울특별시 관악구 신림로17길 56,서울,관악구,신림동,1,독립 매장,761
곱빠닭곱창에빠진닭한마리-관악본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '포장']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,1178
주천옥가마솥김치찜,"{'lat': '37.4861566', 'lng': '126.94929621'}","['찜/탕', '한식', '고기/구이', '포장', '1인분주문']","{'average_rating': 4.9, 'count': 14, 'image_count': 11, 'reply_count': 0}",4.9,14,11,0,37.4861566,126.9492962,서울특별시 관악구 중앙길 110,서울,관악구,봉천동,1,독립 매장,922
자금성-신림점,"{'lat': '37.4834765', 'lng': '126.90762105'}","['중국집', '포장', '프랜차이즈', '1인분주문']","{'average_rating': 4.9, 'count': 32, 'image_count': 27, 'reply_count': 31}",4.9,32,27,31,37.4834765,126.9076211,서울특별시 관악구 조원중앙로 50,서울,관악구,신림동,4,대규모 공유주방,786
배스킨라빈스-신림타임스트림점,"{'lat': '37.4838513411842', 'lng': '126.930234565071'}","['카페/디저트', '프랜차이즈', '포장']","{'average_rating': 4.6, 'count': 478, 'image_count': 237, 'reply_count': 48}",4.6,478,237,48,37.48385134,126.9302346,서울특별시 관악구 신림로 330,서울,관악구,신림동,4,대규모 공유주방,290
요거트아이스크림천국-봉천점,"{'lat': '37.4864143', 'lng': '126.95055895'}","['샐러드', '카페/디저트', '야식', '샌드위치', '포장']","{'average_rating': 4.9, 'count': 30, 'image_count': 29, 'reply_count': 0}",4.9,30,29,0,37.4864143,126.950559,서울특별시 관악구 은천로 138,서울,관악구,봉천동,4,대규모 공유주방,796
호치킨-은천초교점,"{'lat': '37.4865576', 'lng': '126.94424036'}","['프랜차이즈', '치킨']","{'average_rating': 4.8, 'count': 440, 'image_count': 380, 'reply_count': 1}",4.8,440,380,1,37.4865576,126.9442404,서울특별시 관악구 은천로 80,서울,관악구,봉천동,1,독립 매장,308
하누칼국수와돈까스,"{'lat': '37.4703588', 'lng': '126.93380715'}","['한식', '분식', '일식/돈까스', '포장']","{'average_rating': 4.5, 'count': 2, 'image_count': 1, 'reply_count': 0}",4.5,2,1,0,37.4703588,126.9338072,서울특별시 관악구 호암로26가길 12,서울,관악구,신림동,1,독립 매장,1095
98도씨국밥-보라매점,"{'lat': '37.4908841', 'lng': '126.93014672'}","['한식', '프랜차이즈', '야식', '포장', '분식', '치킨', '1인분주문']","{'average_rating': 4.9, 'count': 545, 'image_count': 451, 'reply_count': 537}",4.9,545,451,537,37.4908841,126.9301467,서울특별시 관악구 당곡2길 22,서울,관악구,봉천동,2,소규모 샵인샵,264
본죽-신대방역점,"{'lat': '37.4866554', 'lng': '126.91316474'}","['한식', '프랜차이즈', '도시락/죽', '1인분주문']","{'average_rating': 4.9, 'count': 98, 'image_count': 45, 'reply_count': 39}",4.9,98,45,39,37.4866554,126.9131647,서울특별시 관악구 신사로 94,서울,관악구,신림동,2,소규모 샵인샵,590
도파민커피,"{'lat': '37.4864143', 'lng': '126.95055895'}","['분식', '카페/디저트', '포장', '야식']","{'average_rating': 4.8, 'count': 28, 'image_count': 21, 'reply_count': 0}",4.8,28,21,0,37.4864143,126.950559,서울특별시 관악구 은천로 138,서울,관악구,봉천동,4,대규모 공유주방,810
파에빠진순살치킨,"{'lat': '37.4864579', 'lng': '126.92993797'}","['야식', '치킨']","{'average_rating': 4.3, 'count': 14, 'image_count': 10, 'reply_count': 0}",4.3,14,10,0,37.4864579,126.929938,서울특별시 관악구 신림로68길 10,서울,관악구,신림동,4,대규모 공유주방,922
이틀치찌개전문점-관악본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '포장']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,1178
버터럼-카이막&샌드위치,"{'lat': '37.4864981', 'lng': '126.95799034'}","['카페/디저트', '샌드위치', '포장']","{'average_rating': 4.9, 'count': 413, 'image_count': 364, 'reply_count': 56}",4.9,413,364,56,37.4864981,126.9579903,서울특별시 관악구 관악로30길 9,서울,관악구,봉천동,2,소규모 샵인샵,315
21세기축산물백화점,"{'lat': '37.4850406', 'lng': '126.93591242'}","['한식', '고기/구이']","{'average_rating': 0.0, 'count': 0, 'image_count': 0, 'reply_count': 0}",0,0,0,0,37.4850406,126.9359124,서울특별시 관악구 남부순환로 1667,서울,관악구,봉천동,1,독립 매장,1178
과일담은요거트맛집요맛-신림점,"{'lat': '37.487693728290175', 'lng': '126.93039816877663'}","['카페/디저트', '야식', '포장']","{'average_rating': 4.9, 'count': 132, 'image_count': 110, 'reply_count': 38}",4.9,132,110,38,37.48769373,126.9303982,서울특별시 관악구 신림로70길 27,서울,관악구,신림동,1,독립 매장,531
메가MGC커피-당곡역점,"{'lat': '37.4896865168275', 'lng': '126.928066982453'}","['카페/디저트', '프랜차이즈', '포장']","{'average_rating': 4.9, 'count': 54, 'image_count': 41, 'reply_count': 44}",4.9,54,41,44,37.48968652,126.928067,서울특별시 관악구 보라매로 2,서울,관악구,봉천동,1,독립 매장,699
국밥모아-신림직영점,"{'lat': '37.4835792', 'lng': '126.91264579'}","['찜/탕', '한식', '고기/구이', '포장', '야식', '1인분주문']","{'average_rating': 4.9, 'count': 16, 'image_count': 13, 'reply_count': 16}",4.9,16,13,16,37.4835792,126.9126458,서울특별시 관악구 조원로18길 15,서울,관악구,신림동,2,소규모 샵인샵,910
튀긴치킨싫어서구운치킨만파는집-난우공원점,"{'lat': '37.4742868', 'lng': '126.9197243'}","['고기/구이', '프랜차이즈', '치킨', '분식', '야식', '포장', '1인분주문']","{'average_rating': 4.6, 'count': 25, 'image_count': 15, 'reply_count': 25}",4.6,25,15,25,37.4742868,126.9197243,서울특별시 관악구 법원단지길 38,서울,관악구,신림동,1,독립 매장,830
만석찜닭-관악본점,"{'lat': '37.4854486', 'lng': '126.92872326'}","['찜/탕', '한식', '고기/구이', '포장']","{'average_rating': 5.0, 'count': 11, 'image_count': 10, 'reply_count': 11}",5,11,10,11,37.4854486,126.9287233,서울특별시 관악구 신림로65길 10-9,서울,관악구,신림동,19,대규모 공유주방,949
싱싱과일앤바사삭튀김,"{'lat': '37.4864143', 'lng': '126.95055895'}","['샐러드', '분식', '카페/디저트', '야식', '포장']","{'average_rating': 4.0, 'count': 3, 'image_count': 2, 'reply_count': 0}",4,3,2,0,37.4864143,126.950559,서울특별시 관악구 은천로 138,서울,관악구,봉천동,4,대규모 공유주방,1072
닭오리전문점삼성산장,"{'lat': '37.4682484476223', 'lng': '126.937861423246'}","['한식', '고기/구이', '포장', '찜/탕']","{'average_rating': 4.9, 'count': 283, 'image_count': 245, 'reply_count': 3}",4.9,283,245,3,37.46824845,126.9378614,서울특별시 관악구 대학길 53,서울,관악구,신림동,1,독립 매장,377
카페플래닛-신림본점,"{'lat': '37.4822402', 'lng': '126.91826484'}","['카페/디저트', '포장']","{'average_rating': 5.0, 'count': 4, 'image_count': 2, 'reply_count': 3}",5,4,2,3,37.4822402,126.9182648,서울특별시 관악구 남부순환로 1508,서울,관악구,신림동,1,독립 매장,1046
